window_title,quadrant
capstone revision Debugging on Microsoft Word [rush],0
Designing Database Management - mandatory,0
Machine Learning Practice refactoring,1
Designing Technical Documentation - immediate,0
8086 Assembly Designing on Excel [asap],0
time-sensitive: Thesis (StackOverflow),0
thesis manuscript Compiling on Canvas [deadline],0
approving Non-Critical Ticket (Messenger),2
rescheduling Minor Revision,2
mandatory: Algorithms (Jupyter Notebook),0
simulation output Troubleshooting on Proteus [asap],0
Technical Documentation Simulating on Canvas [rush],0
following up Meeting Request,2
Coding source code - critical,0
Learning Embedded Systems optimization,1
practicing Embedded Systems,1
attending Clarification Request,2
Infrastructure Planning optimization,1
acknowledging Phone Call (Slack),2
laboratory exercise Testing on Canvas [important],0
8086 Assembly Writing on Google Docs [instant],0
replying Group Chat (Gmail),2
improving Version Control Learning,1
reviewing Laboratory Exercise,1
replying Quick Question,2
Compiling submission - critical,0
presentation slides Formatting on StackOverflow [rush],0
Final Report preventive review,1
roadmap creation for Clean Code Practice,1
Minor Revision - Google Meet,2
Event Reminder - Telegram,2
accelerated: Circuit Simulation (Proteus),0
deadline: 8086 Assembly (VS Code),0
Debugging Project Proposal - deadline,0
critical: Final Report (Tinkercad),0
reacting Document Signature (Telegram),2
approving Calendar Notification (Google Meet),2
organizing for Research,1
rescheduling Calendar Notification (Google Meet),2
mastering Reading Materials,1
checking Schedule Change (Microsoft Teams),2
following up Verification Request,2
answering Event Reminder (Telegram),2
Algorithms Designing on Excel [pressing],0
Final Report Compiling on StackOverflow [emergency],0
Habit Tracking monitoring,1
urgent: Data Structures (StackOverflow),0
Capstone Project Reviewing on Excel [critical],0
forwarding Email Replies,2
updating Event Reminder,2
final: capstone revision (StackOverflow),0
Reviewing Laboratory Exercise - urgent,0
Attendance Check - WhatsApp,2
replying Client Inquiry (Outlook),2
deadline: 8086 Assembly (StackOverflow),0
forwarding Notifications (Discord),2
Circuit Simulation Troubleshooting on Jupyter Notebook [mandatory],0
Quick Call - Zoom,2
submission Writing on VS Code [emergency],0
Email Replies - Telegram,2
Simulating Microprocessors - emergency,0
Writing laboratory exercise - high-priority,0
Compiling Algorithms - accelerated,0
rescheduling Task Reminder (Google Meet),2
Design Planning backup management,1
Final Report Drafting on GitHub [immediate],0
Designing submission - rush,0
8086 Assembly Reviewing on VS Code [critical],0
deadline: Circuit Simulation (Excel),0
Portfolio Building backup management,1
learning Logic Gates,1
updating Technical Support Request (Outlook),2
reacting Group Chat,2
outlining for Technical Reading,1
Reviewing Circuit Simulation - rush,0
Data Structure Practice monitoring,1
forwarding Messages (Microsoft Teams),2
Submitting Circuit Simulation - emergency,0
asap: System Analysis (Proteus),0
source code Compiling on VS Code [emergency],0
replying Verification Request (Outlook),2
forwarding Messages (Slack),2
mandatory: project proposal (Google Docs),0
important: Embedded Systems (Excel),0
Algorithms Debugging on Packet Tracer [asap],0
time-sensitive: project proposal (GitHub),0
acknowledging Client Inquiry,2
Follow-Up Request - Messenger,2
Submitting simulation output - priority,0
submission Drafting on Tinkercad [urgent],0
updating Minor Formatting Request,2
mastering Algorithms,1
Notifications - Canvas Notifications,2
Simulating Microprocessors - mandatory,0
scheduling for Organizational Planning,1
acknowledging Quick Question (Zoom),2
Database Management Coding on GitHub [critical],0
Thesis optimization,1
preparing for Testing Strategy,1
organizing for Habit Tracking,1
mandatory: Logic Gates (StackOverflow),0
Capstone Project Troubleshooting on GitHub [instant],0
project proposal Submitting on Proteus [critical],0
forwarding Approval Request (Slack),2
important: presentation slides (Jupyter Notebook),0
Social Media Message - Microsoft Teams,2
replying Urgent Reply (Zoom),2
Database Management cleanup,1
monitoring Task Reminder (Zoom),2
submission Drafting on Canvas [emergency],0
roadmap creation for Research Notes,1
learning Research Notes,1
simulation output Compiling on GitHub [time-sensitive],0
Simulating Data Structures - critical,0
responding Messenger Chat (Facebook),2
thesis manuscript Writing on StackOverflow [pressing],0
pressing: Data Structures (StackOverflow),0
8086 Assembly Writing on StackOverflow [final],0
Troubleshooting presentation slides - mandatory,0
forwarding Minor Revision (Messenger),2
Messages - Facebook,2
Troubleshooting capstone revision - rush,0
final: Embedded Systems (Google Docs),0
answering Faculty Notice,2
responding Follow-Up Request,2
researching Laboratory Exercise,1
approving Phone Call,2
Code Refactoring monitoring,1
outlining for Optimization,1
Schedule Change - Telegram,2
Reviewing final report - rush,0
documentation Coding on GitHub [urgent],0
learning System Architecture,1
submission Drafting on StackOverflow [final],0
attending Unplanned Meeting,2
Formatting Laboratory Exercise - emergency,0
thesis manuscript Simulating on GitHub [asap],0
checking Calendar Notification (Discord),2
attending Messenger Chat,2
Submitting Project Proposal - immediate,0
confirming Calendar Notification (Google Meet),2
time-sensitive: Circuit Simulation (GitHub),0
high-priority: documentation (Canvas),0
Simulating Embedded Systems - immediate,0
Compiling capstone revision - important,0
high-priority: PostgreSQL (Tinkercad),0
8086 Assembly Formatting on Excel [immediate],0
updating Technical Support Request (Google Meet),2
practicing Database Management,1
Attendance Check - Telegram,2
Designing Final Report - priority,0
Database Normalization cleanup,1
Career Development cleanup,1
Coding 8086 Assembly - time-sensitive,0
urgent: project proposal (GitHub),0
updating Client Inquiry (Canvas Notifications),2
immediate: Project Proposal (Tinkercad),0
System Analysis Troubleshooting on Packet Tracer [priority],0
Final Report Simulating on Packet Tracer [important],0
Unplanned Meeting - Telegram,2
following up Minor Formatting Request (Messenger),2
Drafting Laboratory Exercise - important,0
scheduling for Future Proposal Drafting,1
Laboratory Exercise Reviewing on GitHub [critical],0
answering Follow-Up Request (Slack),2
Submitting Final Report - priority,0
Social Media Message - Canvas Notifications,2
Troubleshooting Circuit Simulation - urgent,0
organizing for Career Development,1
answering Meeting Request (Telegram),2
rescheduling Classroom Announcement (Zoom),2
Inbox Review - WhatsApp,2
Capstone Project Simulating on Excel [priority],0
Technical Documentation Designing on GitHub [important],0
Formatting capstone revision - time-sensitive,0
time-sensitive: final report (Microsoft Word),0
high-priority: source code (Tinkercad),0
Debugging laboratory exercise - time-sensitive,0
Simulating presentation slides - rush,0
following up Approval Request (Messenger),2
Clarification Request - Discord,2
confirming Unplanned Meeting (Telegram),2
strategizing for 8086 Assembly,1
System Analysis Compiling on Microsoft Word [instant],0
answering Attendance Check,2
Designing Thesis - accelerated,0
submission Coding on GitHub [final],0
Formatting PostgreSQL - urgent,0
Quick Call - Facebook,2
important: Capstone Project (Jupyter Notebook),0
Testing Algorithms - high-priority,0
reviewing quickly Reschedule Notice (Google Meet),2
checking Social Media Message,2
time-sensitive: submission (StackOverflow),0
replying Notifications (Google Meet),2
mastering Performance Optimization,1
updating Event Reminder (Telegram),2
Final Report Simulating on Microsoft Word [important],0
accelerated: Laboratory Exercise (Excel),0
pressing: System Analysis (Microsoft Word),0
scheduling for Reading Materials,1
developing Knowledge Review,1
forwarding Notifications,2
PostgreSQL Reviewing on Google Docs [critical],0
scheduling for Performance Optimization,1
studying Documentation Improvement,1
attending Messenger Chat (Canvas Notifications),2
confirming Document Signature (Gmail),2
Simulating Capstone Project - deadline,0
Simulating System Analysis - instant,0
Coding Embedded Systems - immediate,0
forwarding Verification Request (Telegram),2
updating Queue Monitoring (Google Meet),2
reacting Status Update (Microsoft Teams),2
practicing System Architecture,1
time-sensitive: Database Management (StackOverflow),0
reviewing Data Structures,1
Laboratory Exercise Drafting on Proteus [rush],0
immediate: Laboratory Exercise (Canvas),0
emergency: capstone revision (GitHub),0
Preventive Maintenance refactoring,1
time-sensitive: project proposal (VS Code),0
important: Capstone Project (Packet Tracer),0
Debugging Technical Documentation - final,0
Capstone Project Coding on Google Docs [important],0
important: Database Management (Excel),0
instant: Final Report (Jupyter Notebook),0
following up Reschedule Notice,2
System Analysis Troubleshooting on Proteus [emergency],0
Microprocessors Debugging on StackOverflow [time-sensitive],0
Academic Preparation maintenance,1
instant: submission (Jupyter Notebook),0
priority: thesis manuscript (Tinkercad),0
priority: submission (Jupyter Notebook),0
answering Minor Revision (Telegram),2
improving Cybersecurity Learning,1
Announcement Review - Gmail,2
confirming Task Reminder (WhatsApp),2
urgent: capstone revision (Canvas),0
instant: laboratory exercise (VS Code),0
rush: submission (Proteus),0
reviewing quickly Minor Formatting Request (Canvas Notifications),2
source code Formatting on Tinkercad [accelerated],0
mastering Productivity Planning,1
priority: Circuit Simulation (GitHub),0
Knowledge Review maintenance,1
Drafting Algorithms - urgent,0
Social Media Message - Discord,2
accelerated: laboratory exercise (Microsoft Word),0
immediate: Algorithms (VS Code),0
outlining for System Analysis,1
answering Team Mention (Discord),2
scheduling for Feasibility Analysis,1
Algorithms maintenance,1
pressing: Thesis (Google Docs),0
emergency: final report (Packet Tracer),0
Embedded Systems Simulating on Excel [rush],0
monitoring Unplanned Meeting (Zoom),2
Project Proposal preventive review,1
acknowledging Verification Request (Canvas Notifications),2
answering Client Inquiry,2
Submitting capstone revision - rush,0
learning Academic Preparation,1
Thesis Drafting on Canvas [time-sensitive],0
Submitting final report - urgent,0
Time Management refactoring,1
Announcement Review - Slack,2
Drafting Final Report - critical,0
Exam Review preventive review,1
emergency: PostgreSQL (Google Docs),0
mastering Portfolio Building,1
Database Management Coding on GitHub [time-sensitive],0
Laboratory Exercise Testing on Proteus [final],0
following up Minor Revision,2
Circuit Simulation refactoring,1
Data Structures maintenance,1
updating Reminder Message,2
outlining for Infrastructure Planning,1
critical: Technical Documentation (VS Code),0
planning for Testing Strategy,1
answering Queue Monitoring (Google Meet),2
monitoring Announcement Review (Zoom),2
Simulating Final Report - instant,0
monitoring Classroom Announcement (Telegram),2
rescheduling Social Media Message (Slack),2
learning Workflow Improvement,1
Thesis Compiling on Jupyter Notebook [urgent],0
researching Exam Review,1
documentation Submitting on Proteus [rush],0
Non-Critical Ticket - Microsoft Teams,2
Final Report Testing on VS Code [urgent],0
monitoring Clarification Request (Discord),2
Research cleanup,1
following up Follow-Up Request,2
outlining for PostgreSQL,1
presentation slides Submitting on Microsoft Word [rush],0
Database Management Testing on Canvas [mandatory],0
reviewing Optimization,1
acknowledging Technical Support Request (Telegram),2
outlining for System Architecture,1
source code Formatting on Jupyter Notebook [accelerated],0
Formatting Data Structures - important,0
Document Signature - Outlook,2
Minor Formatting Request - Telegram,2
Debugging source code - urgent,0
rescheduling Reminder Message (Zoom),2
final: simulation output (Packet Tracer),0
Routine Request - Slack,2
learning Productivity Planning,1
accelerated: simulation output (Excel),0
outlining for Learning PostgreSQL,1
instant: simulation output (Tinkercad),0
